gahnite	가나이트	kanaitʰɯ
brain	브레인	pɯlein
brainstorming	브레인스토밍	pɯleins͈ɯtʰomiŋ
Bretylium	브레틸리움	pɯletʰillium
Brecht	브레히트	pɯlehitʰɯ
Brentano	브렌타노	pɯlentʰano
Broglie	브로글리	pɯlogɯlli
Braudel	브로델	pɯlodel
broad	브로드	pɯlodɯ
Broadway	브로드웨이	pɯlodɯwei
broadcloth	브로드클로스	pɯlodɯkʰɯllosɯ
bromide	브로마이드	pɯlomaidɯ
bromocriptine	브로모크립틴	pɯlomokʰɯliptʰin
bromoform	브로모포름	pɯlomopʰolɯm
brochure	브로슈어	pɯlosjuʌ
broiler	브로일러	pɯloillʌ
brooch	브로치	pɯlot͡ɕʰi
broach	브로치	pɯlot͡ɕʰi
Broca	브로카	pɯlokʰa
broker	브로커	pɯlokʰʌ
brocade	브로케이드	pɯlokʰeidɯ
broccoli	브로콜리	pɯlokʰolli
bronze	브론즈	pɯlond͡ɕɯ
Bronzino	브론치노	pɯlont͡ɕʰino
Anne	앤	ɛn
brontosaurus	브론토사우루스	pɯlontʰosaulusɯ
brontotherium	브론토테륨	pɯlontʰotʰeljum
bromlite	브롬라이트	pɯlomnaitʰɯ
Bromfield	브롬필드	pɯlompʰildɯ
Brunei	브루나이	pɯlunai
Brunner	브루너	pɯlunʌ
Brunel	브루넬	pɯlunel
Brunellesco	브루넬레스코	pɯlunellesɯkʰo
Filippo	필리포	pʰillipʰo
brunette	브루넷	pɯlunet
Bruno	브루노	pɯluno
Bruce	브루스	pɯlusɯ
Brewster	브루스터	pɯlusɯtʰʌ
brucine	브루신	pɯlusin
Bruckner	브루크너	pɯlukʰɯnʌ
Brugmann	브루크만	pɯlukʰɯman
brooklyn	브루클린	pɯlukʰɯllin
Brooklyn	브루클린	pɯlukʰɯllin
Bruch	브루흐	pɯluhɯ
Brooke	브룩	pɯluk
Brunfels	브룬펠스	pɯlunpʰels͈ɯ
brunfelsia	브룬펠시아	pɯlunpʰels͈ia
Bruant	브뤼앙	pɯlwiaŋ
Bruges	브뤼주	pɯlwid͡ɕu
Breton	브르통	pɯlɯtʰoŋ
brigantine	브리간틴	pɯligantʰin
Briggs	브리그스	pɯligɯsɯ
Brynner	브리너	pɯlinʌ
breeder	브리더	pɯlidʌ
bristol	브리스틀	pɯlisɯtʰɯl
Bristol	브리스틀	pɯlisɯtʰɯl
Briand	브리앙	pɯliaŋ
Brisbane	브리즈번	pɯlid͡ɕɯbʌn
bridge	브리지	pɯlid͡ɕi
Bridgman	브리지먼	pɯlid͡ɕimʌn
Bridges	브리지스	pɯlid͡ɕisɯ
Bridgetown	브리지타운	pɯlid͡ɕitʰaun
breeches	브리치스	pɯlit͡ɕʰisɯ
Brittany	브리타니	pɯlitʰani
Britannia	브리타니아	pɯlitʰania
Britten	브리튼	pɯlitʰɯn
Britain	브리튼	pɯlitʰɯn
briefs	브리프	pɯlipʰɯ
briefing	브리핑	pɯlipʰiŋ
Brindley	브린들리	pɯlindɯlli
brilliant	브릴리언트	pɯlilliʌntʰɯ
VDP	브이디피	pɯidipʰi
VCR	브이시아르	pɯisialɯ
VIP	브이아이피	pɯiaipʰi
VHF	브이에이치에프	pɯieit͡ɕʰiepʰɯ
VLSI	브이엘에스아이	pɯielesɯai
VLF	브이엘에프	pɯielepʰɯ
VOD	브이오디	pɯiodi
VOR	브이오아르	pɯioalɯ
VOA	브이오에이	pɯioei
VE	브이이	pɯii
VTOL	브이톨	pɯitʰol
VTR	브이티아르	pɯitʰialɯ
Vlaminck	블라맹크	pɯllamɛŋkʰɯ
Blache	블라슈	pɯllasju
Vicente	비센테	pisentʰe
Blasis	블라시스	pɯllasisɯ
blouse	블라우스	pɯllausɯ
blind	블라인드	pɯllaindɯ
Blanc	블랑	pɯllaŋ
Blanchard	블랑샤르	pɯllaŋs͈jalɯ
Blanqui	블랑키	pɯllaŋkʰi
Black	블랙	pɯllɛk
blacklist	블랙리스트	pɯllɛŋnisɯtʰɯ
blackberry	블랙베리	pɯllɛkp͈eli
Blackstone	블랙스톤	pɯllɛks͈ɯtʰon
blackout	블랙아웃	pɯllɛgaut
Blantyre	블랜타이어	pɯllɛntʰaiʌ
bloodstone	블러드스톤	pɯllʌdɯsɯtʰon
bloodhound	블러드하운드	pɯllʌdɯhaundɯ
Blunden	블런던	pɯllʌndʌn
bleomycin	블레오마이신	pɯlleomaisin
blade	블레이드	pɯlleidɯ
blazer	블레이저	pɯlleid͡ɕʌ
Blake	블레이크	pɯlleikʰɯ
Blakeslee	블레이크슬리	pɯlleikʰɯsɯlli
Blaine	블레인	pɯllein
blending	블렌딩	pɯllendiŋ
blowlamp	블로램프	pɯllolɛmpʰɯ
Bleuler	블로일러	pɯlloillʌ
blocker	블로커	pɯllokʰʌ
Bloch	블로크	pɯllokʰɯ
blocking	블로킹	pɯllokʰiŋ
blowhole	블로홀	pɯllohol
block	블록	pɯllok
blockbuster	블록버스터	pɯllokp͈ʌsɯtʰʌ
blond	블론드	pɯllondɯ
Blondel	블롱델	pɯlloŋdel
bluegrass	블루그래스	pɯllugɯlɛsɯ
bluegill	블루길	pɯllugil
bluedaisy	블루데이지	pɯlludeid͡ɕi
bloomer	블루머	pɯllumʌ
Blumenbach	블루멘바흐	pɯllumenbahɯ
blooming	블루밍	pɯllumiŋ
blueberry	블루베리	pɯllubeli
blues	블루스	pɯllusɯ
Bloy	블루아	pɯllua
Blum	블룸	pɯllum
Bloomfield	블룸필드	pɯllumpʰildɯ
blizzard	블리자드	pɯllid͡ɕadɯ
Blixen	블릭센	pɯlliks͈en
Vigano	비가노	pigano
vigour	비거	pigʌ
Vigeland	비겔란	pigellan
Wiegmann	비그만	pigɯman
beagle	비글	pigɯl
beguine	비긴	pigin
Binet	비네	pine
Vignola	비뇰라	pinjolla
Vigny	비니	pini
vinegar	비니거	pinigʌ
Binyon	비니언	piniʌn
vinyon	비니온	pinion
vinyl	비닐	pinil
vinylon	비닐론	pinillon
vinylidene	비닐리덴	pinilliden
Widal	비달	pidal
Vidor	비더	pidʌ
King	킹	kʰiŋ
BWV	비더블유브이	pidʌbɯljubɯi
Bede	비드	pidɯ
Beadle	비들	pidɯl
video	비디오	pidio
videodisk	비디오디스크	pidiodisɯkʰɯ
videometer	비디오미터	pidiomitʰʌ
videotex	비디오텍스	pidiotʰeks͈ɯ
vidicon	비디콘	pidikʰon
beading	비딩	pidiŋ
Viracocha	비라코차	pilakʰot͡ɕʰa
birr	비르	pilɯ
Virtanen	비르타넨	pilɯtʰanen
viridian	비리디언	pilidiʌn
Vivaldi	비발디	pibaldi
bebop	비밥	pibap
beaver	비버	pibʌ
Beaverbrook	비버브룩	pibʌbɯluk
Vives	비베스	pibesɯ
vibraphone	비브라폰	pibɯlapʰon
Bibiena	비비에나	pibiena
BBS	비비에스	pibiesɯ
Bichat	비샤	pisja
bishop	비숍	pisjop
Bishop	비숍	pisjop
BIS	비스	pisɯ
Bismarck	비스마르크	pisɯmalɯkʰɯ
bismotor	비스모터	pisɯmotʰʌ
viscaria	비스카리아	pisɯkʰalia
viscacha	비스카차	pisɯkʰat͡ɕʰa
viscose	비스코스	pisɯkʰosɯ
Visconti	비스콘티	pisɯkʰontʰi
Luchino	루키노	lukʰino
biscuit	비스킷	pisɯkʰit
bister	비스터	pisɯtʰʌ
Wislicenus	비슬리체누스	pisɯllit͡ɕʰenusɯ
BC	비시	pisi
BCD	비시디	pisidi
BCG	비시지	pisid͡ɕi
biacetyl	비아세틸	piasetʰil
Biak	비악	piak
Villa	빌라	pilla
beer	비어	piʌ
Beard	비어드	piʌdɯ
Bierce	비어스	piʌsɯ
Beardsley	비어즐리	piʌd͡ɕɯlli
Wieniawski	비에니아프스키	pieniapʰɯsɯkʰi
BSI	비에스아이	piesɯai
BA	비에이	piei
BHC	비에이치시	pieit͡ɕʰisi
BMD	비엠디	piemdi
Viau	비오	pio
Biot	비오	pio
BOD	비오디	piodi
bios	비오스	piosɯ
Bioko	비오코	piokʰo
Viotti	비오티	piotʰi
biotin	비오틴	piotʰin
Biofermin	비오페르민	piopʰelɯmin
viol	비올	piol
Villon	비용	pijoŋ
BE	비이	pii
BEU	비이유	piiju
vehicle	비이클	piikʰɯl
visa	비자	pid͡ɕa
Byzantium	비잔티움	pid͡ɕantʰium
Wieser	비저	pid͡ɕʌ
vision	비전	pid͡ɕʌn
Bizet	비제	pid͡ɕe
visual	비주얼	pid͡ɕuʌl
beads	비즈	pid͡ɕɯ
business	비즈니스	pid͡ɕɯnisɯ
businessman	비즈니스맨	pid͡ɕɯnisɯmɛn
BGM	비지엠	pid͡ɕiem
Beecham	비첨	pit͡ɕʰʌm
Witz	비츠	pit͡ɕʰɯ
beach	비치	pit͡ɕʰi
beaker	비커	pikʰʌ
beacon	비컨	pikʰʌn
Vico	비코	pikʰo
bikini	비키니	pikʰini
vitamin	비타민	pitʰamin
vitallium	비탈륨	pitʰalljum
beater	비터	pitʰʌ
vitelline	비텔린	pitʰellin
veto	비토	pitʰo
Vittorini	비토리니	pitʰolini
beet	비트	pitʰɯ
bit	비트	pitʰɯ
beat	비트	pitʰɯ
Vitruvius	비트루비우스	pitʰɯlubiusɯ
bitmap	비트맵	pitʰɯmɛp
Witkiewicz	비트키에비치	pitʰɯkʰiebit͡ɕʰi
BTN	비티엔	pitʰien
BTU	비티유	pitʰiju
Wittig	비티히	pitʰihi
biphenyl	비페닐	pipʰenil
bipinnaria	비피나리아	pipʰinalia
BPI	비피아이	pipʰiai
BPS	비피에스	pipʰiesɯ
Wiechert	비헤르트	pihelɯtʰɯ
Wicksell	빅셀	piks͈el
victory	빅토리	piktʰoli
Victoria	빅토리아	piktʰolia
Victorianism	빅토리아니즘	piktʰolianid͡ɕɯm
bighorn	빅혼	pikʰon
Windaus	빈다우스	pindausɯ
Windelband	빈델반트	pindelbantʰɯ
Binding	빈딩	pindiŋ
Binswanger	빈스방거	pins͈ɯbaŋgʌ
Vinci	빈치	pint͡ɕʰi
vincristine	빈크리스틴	pinkʰɯlisɯtʰin
Bintan	빈탄	pintʰan
binturong	빈투롱	pintʰuloŋ
vintage	빈티지	pintʰid͡ɕi
Bilge	빌게	pilge
Vildrac	빌드라크	pildɯlakʰɯ
building	빌딩	pildiŋ
villa	빌라	pilla
Villani	빌라니	pillani
Wieland	빌란트	pillantʰɯ
belay	빌레이	pillei
bilirubin	빌리루빈	pillilubin
biliverdin	빌리베르딘	pillibelɯdin
Billiken	빌리켄	pillikʰen
bilimbi	빌림비	pillimbi
billet	빌릿	pillit
billbergia	빌베르기아	pilbelɯgia
Wilhelm	빌헬름	pilhellɯm
BIEM	빔	pim
beam	빔	pim
bingo	빙고	piŋgo
Winckelmann	빙켈만	piŋkʰelman
Winkler	빙클러	piŋkʰɯllʌ
saga	사거	sagʌ
sago	사고	sago
saninism	사니니즘	saninid͡ɕɯm
Sanin	사닌	sanin
Sadat	사다트	sadatʰɯ
sardonyx	사도닉스	sadoniks͈ɯ
Sadoveanu	사도베아누	sadobeanu
Mihail	미하일	mihail
sadist	사디스트	sadisɯtʰɯ
sadism	사디즘	sadid͡ɕɯm
Sarah	세라	sela
Saragat	사라가트	salagatʰɯ
saraband	사라반드	salabandɯ
sarracenia	사라세니아	salasenia
Saracen	사라센	salasen
Saran	사란	salan
Saros	사로스	salosɯ
Saroyan	사로얀	salojan
Sargon	사르곤	salɯgon
Sardou	사르두	salɯdu
Sardis	사디스	sadisɯ
Sarmat	사르마트	salɯmatʰɯ
Sarmatia	사르마티아	salɯmatʰia
Sarmiento	사르미엔토	salɯmientʰo
sarcoglia	사르코글리아	salɯkʰogɯllia
sarcomycin	사르코마이신	salɯkʰomaisin
sarcosine	사르코신	salɯkʰosin
sarcoidosis	사르코이도시스	salɯkʰoidosisɯ
Sarto	사르토	salɯtʰo
Sart	사르트	salɯtʰɯ
Sartre	사르트르	salɯtʰɯlɯ
Sarpedon	사르페돈	salɯpʰedon
Sariyan	사리얀	salijan
samarium	사마륨	samaljum
Samar	사마르	samalɯ
Samain	사맹	samɛŋ
Samori	사모리	samoli
Samos	사모스	samosɯ
samoyed	사모예드	samojedɯ
Samuel	새뮤얼	sɛmjuʌl
savanna	사바나	sabana
Savart	사바르	sabalɯ
Sabbath	사바스	sabasɯ
Sabatier	사바티에	sabatʰie
Savonarola	사보나롤라	sabonalolla
Savigny	사비니	sabini
Xavier	사비에르	sabielɯ
Francisco	프란시스코	pʰɯlans͈isɯkʰo
Savitr	사비트르	sabitʰɯlɯ
Savinkov	사빈코프	sabinkʰopʰɯ
Sassafras	사사프라스	sasapʰɯlasɯ
Saillant	사양	sajaŋ
sauna	사우나	sauna
Southey	사우디	saudi
Southampton	사우샘프턴	sausɛmpʰɯtʰʌn
southwest	사우스웨스트	sausɯwesɯtʰɯ
southpaw	사우스포	sausɯpʰo
sound	사운드	saundɯ
Saul	솔	sol
saung	사웅	sauŋ
sour	사워	sawʌ
cider	사이다	saida
side	사이드	saidɯ
sideline	사이드라인	saidɯlain
sidestepping	사이드스테핑	saidɯsɯtʰepʰiŋ
sidestroke	사이드스트로크	saidɯsɯtʰɯlokʰɯ
sidecar	사이드카	saidɯkʰa
thyratron	사이러트론	sailʌtʰɯlon
Siren	사이렌	sailen
siren	사이렌	sailen
thyristor	사이리스터	sailisɯtʰʌ
simulcast	사이멀캐스트	saimʌlkʰɛsɯtʰɯ
Symington	사이밍턴	saimiŋtʰʌn
cyber	사이버	saibʌ
Cybernetics	사이버네틱스	saibʌnetʰiks͈ɯ
cybernetics	사이버네틱스	saibʌnetʰiks͈ɯ
cyborg	사이보그	saibogɯ
science	사이언스	saiʌns͈ɯ
size	사이즈	said͡ɕɯ
sizing	사이징	said͡ɕiŋ
psychograph	사이코그래프	saikʰogɯlɛpʰɯ
psychography	사이코그래피	saikʰogɯlɛpʰi
psychodrama	사이코드라마	saikʰodɯlama
psychon	사이콘	saikʰon
cycloserine	사이클로세린	saikʰɯlloselin
cyclosporine	사이클로스포린	saikʰɯllosɯpʰolin
cycloid	사이클로이드	saikʰɯlloidɯ
cyclotron	사이클로트론	saikʰɯllotʰɯlon
cyclopropan	사이클로프로판	saikʰɯllopʰɯlopʰan
cyclone	사이클론	saikʰɯllon
cycling	사이클링	saikʰɯlliŋ
Psyche	사이키	saikʰi
cytokine	사이토카인	saitʰokʰain
site	사이트	saitʰɯ
siphon	사이펀	saipʰʌn
Seifert	사이페르트	saipʰelɯtʰɯ
Cyprus	사이프러스	saipʰɯlʌsɯ
sine	사인	sain
sign	사인	sain
silo	사일로	saillo
silage	사일리지	saillid͡ɕi
Sazonov	사조노프	sad͡ɕonopʰɯ
Saccharomyces	사카로미세스	sakʰalomisesɯ
saccharose	사카로오스	sakʰaloosɯ
saccharin	사카린	sakʰalin
Saccheri	사케리	sakʰeli
Sacchetti	사케티	sakʰetʰi
Satan	사탄	satʰan
Saturnus	사투르누스	satʰulɯnusɯ
safari	사파리	sapʰali
sapphire	사파이어	sapʰaiʌ
Zapata	사파타	sapʰatʰa
Sappho	사포	sapʰo
saponin	사포닌	sapʰonin
sapodilla	사포딜라	sapʰodilla
safranine	사프라닌	sapʰɯlanin
safrole	사프롤	sapʰɯlol
sapphism	사피즘	sapʰid͡ɕɯm
Sannazzaro	산나차로	sannat͡ɕʰalo
sandarac	산다락	sandalak
sansevieria	산세비에리아	sans͈ebielia
Sansovino	산소비노	sans͈obino
Sanskrit	산스크리트	sans͈ɯkʰɯlitʰɯ
sanza	산자	sand͡ɕa
Sanjaya	산자야	sand͡ɕaja
Sancho	산초	sant͡ɕʰo
santalol	산탈롤	santʰallol
santonin	산토닌	santʰonin
Santorio	산토리오	santʰolio
sanplatina	산플라티나	sanpʰɯllatʰina
Saladin	살라딘	salladin
salami	살라미	sallami
Saleilles	살레유	salleju
Salesio	살레지오	salled͡ɕio
salep	살렙	sallep
Sallog	살로그	sallogɯ
Salome	살로메	sallome
Sallustius	살루스티우스	sallusɯtʰiusɯ
saluki	살루키	sallukʰi
Salyut	살류트	salljutʰɯ
saligenin	살리게닌	salligenin
salina	살리나	sallina
salicin	살리신	sallisin
salicyl	살리실	sallisil
Salieri	살리에리	sallieli
salic	살릭	sallik
Salmon	새먼	sɛmʌn
salbutamol	살부타몰	salbutʰamol
Salvini	살비니	salbini
salsoline	살솔린	sals͈ollin
salpa	살파	salpʰa
Sammartini	삼마르티니	sammalɯtʰini
samba	삼바	samba
sambar	삼바	samba
Sangallo	상갈로	saŋgallo
Sand	상드	saŋdɯ
centime	상팀	saŋtʰim
sanatorium	새너토리엄	sɛnʌtʰoliʌm
saddleback	새들백	sɛdɯlbɛk
Saratoga	새러토가	sɛlʌtʰoga
sash	새시	sɛsi
Thackeray	새커리	sɛkʰʌli
Sacramento	새크라멘토	sɛkʰɯlamentʰo
sacrament	새크러먼트	sɛkʰɯlʌmʌntʰɯ
Saturn	새턴	sɛtʰʌn
satellite	새틀라이트	sɛtʰɯllaitʰɯ
satin	새틴	sɛtʰin
sack	색	sɛk
saxophone	색소폰	sɛks͈opʰon
sax	색스	sɛks͈ɯ
saxony	색스니	sɛks͈ɯni
sander	샌더	sɛndʌ
sandbag	샌드백	sɛndɯbɛk
Sandburg	샌드버그	sɛndɯbʌgɯ
sandblast	샌드블라스트	sɛndɯbɯllasɯtʰɯ
sandwich	샌드위치	sɛndɯwit͡ɕʰi
sandpaper	샌드페이퍼	sɛndɯpʰeipʰʌ
sandal	샌들	sɛndɯl
Sanforizing	샌퍼라이징	sɛnpʰʌlaid͡ɕiŋ
salad	샐러드	sɛllʌdɯ
salamander	샐러맨더	sɛllʌmɛndʌ
salvia	샐비어	sɛlbiʌ
salvage	샐비지	sɛlbid͡ɕi
SAM	샘	sɛm
sampan	샘팬	sɛmpʰɛn
sample	샘플	sɛmpʰɯl
sampler	샘플러	sɛmpʰɯllʌ
sampling	샘플링	sɛmpʰɯlliŋ
Sanger	생어	sɛŋʌ
sanctuary	생크추어리	sɛŋkʰɯt͡ɕʰuʌli
Chanel	샤넬	sjanel
Schadow	샤도	sjado
sharav	샤라브	sjalabɯ
Charron	샤롱	sjaloŋ
Char	샤르	sjalɯ
Chardin	샤르댕	sjalɯdɛŋ
Chardonnet	샤르도네	sjalɯdone
Chardonne	샤르돈	sjalɯdon
Charcot	샤르코	sjalɯkʰo
Chartier	샤르티에	sjalɯtʰie
Charpentier	샤르팡티에	sjalɯpʰaŋtʰie
Scharnhorst	샤른호르스트	sjalɯnholɯsɯtʰɯ
Charlemagne	샤를마뉴	sjalɯlmanju
shamanism	샤머니즘	sjamʌnid͡ɕɯm
shaman	샤먼	sjamʌn
Chavannes	샤반	sjaban
Chabrier	샤브리에	sjabɯlie
Chastan	샤스탕	sjasɯtʰaŋ
Shastri	샤스트리	sjasɯtʰɯli
Schaudinn	샤우딘	sjaudin
shower	샤워	sjawʌ
Scheidemann	샤이데만	sjaideman
Cheyenne	샤이엔	sjaien
Scheidt	샤이트	sjaitʰɯ
Shylock	샤일록	sjaillok
Shaka	샤카	sjakʰa
sharkskin	샤크스킨	sjakʰɯsɯkʰin
Chappe	샤프	sjapʰɯ
sharp	샤프	sjapʰɯ
shaft	샤프트	sjapʰɯtʰɯ
Schacht	샤흐트	sjahɯtʰɯ
Charlottetown	샬럿타운	sjallʌttʰaun
champagne	샴페인	sjampʰein
shampoo	샴푸	sjampʰu
shot	샷	sjat
Chamson	샹송	sjaŋs͈oŋ
Champollion	샹폴리옹	sjaŋpʰollioŋ
Champlain	샹플랭	sjaŋpʰɯllɛŋ
Sutherland	서덜랜드	sʌdʌllɛndɯ
third	서드	sʌdɯ
Sudbury	서드베리	sʌdɯbeli
surround	서라운드	sʌlaundɯ
Surrey	서리	sʌli
thermal	서멀	sʌmʌl
cermet	서멧	sʌmet
thermography	서모그래피	sʌmogɯlɛpʰi
thermostat	서모스탯	sʌmosɯtʰɛt
thermoconcrete	서모콘크리트	sʌmokʰonkʰɯlitʰɯ
thermistor	서미스터	sʌmisɯtʰʌ
Savannah	서배너	sʌbɛnʌ
Thuber	서버	sʌbʌ
server	서버	sʌbʌ
Surveyor	서베이어	sʌbeiʌ
serveillance	서베일런스	sʌbeillʌns͈ɯ
servo	서보	sʌbo
servomotor	서보모터	sʌbomotʰʌ
serve	서브	sʌbɯ
subduction	서브덕션	sʌbɯdʌks͈jʌn
subdominant	서브도미넌트	sʌbɯdominʌntʰɯ
subroutine	서브루틴	sʌbɯlutʰin
submenu	서브메뉴	sʌbɯmenju
submissile	서브미사일	sʌbɯmisail
subscale	서브스케일	sʌbɯsɯkʰeil
subschema	서브스키마	sʌbɯsɯkʰima
substance	서브스턴스	sʌbɯsɯtʰʌns͈ɯ
substation	서브스테이션	sʌbɯsɯtʰeisjʌn
subsystem	서브시스템	sʌbɯsisɯtʰem
subtitle	서브타이틀	sʌbɯtʰaitʰɯl
subprogram	서브프로그램	sʌbɯpʰɯlogɯlɛm
therblig	서블리그	sʌbɯlligɯ
service	서비스	sʌbisɯ
serving	서빙	sʌbiŋ
Sassoon	서순	sʌsun
Saskatchewan	서스캐처원	sʌsɯkʰɛt͡ɕʰʌwʌn
suspender	서스펜더	sʌsɯpʰendʌ
suspension	서스펜션	sʌsɯpʰens͈jʌn
suspense	서스펜스	sʌsɯpʰens͈ɯ
Sussex	서식스	sʌsiks͈ɯ
surge	서지	sʌd͡ɕi
serge	서지	sʌd͡ɕi
surging	서징	sʌd͡ɕiŋ
sucker	서커	sʌkʰʌ
circarama	서커라마	sʌkʰʌlama
circus	서커스	sʌkʰʌsɯ
circular	서큘러	sʌkʰjullʌ
circle	서클	sʌkʰɯl
circuit	서킷	sʌkʰit
Sutton	서턴	sʌtʰʌn
thirty	서티	sʌtʰi
Suffolk	서퍽	sʌpʰʌk
supporter	서포터	sʌpʰotʰʌ
surfing	서핑	sʌpʰiŋ
sunglass	선글라스	sʌngɯllasɯ
sundress	선드레스	sʌndɯlesɯ
sunroof	선루프	sʌllupʰɯ
sunroom	선룸	sʌllum
Sunbelt	선벨트	sʌnbeltʰɯ
sunshade	선셰이드	sʌns͈jeidɯ
suntan	선탠	sʌntʰɛn
sirloin	설로인	sʌlloin
solution	설루션	sʌllusjʌn
salute	설루트	sʌllutʰɯ
Sullivan	설리번	sʌllibʌn
sulvanite	설바나이트	sʌlbanaitʰɯ
sulphyrine	설피린	sʌlpʰilin
Sumner	섬너	sʌmnʌ
Say	세	se
Segantini	세간티니	segantʰini
Giovanni	조반니	t͡ɕobanni
segmentation	세그먼테이션	segɯmʌntʰeisjʌn
segment	세그먼트	segɯmʌntʰɯ
senega	세네가	senega
Sennett	세넷	senet
Mack	맥	mɛk
Segni	세니	seni
sedan	세단	sedan
cerargyrite	세라르지라이트	selalɯd͡ɕilaitʰɯ
ceramics	세라믹	selamik
Serao	세라오	selao
Serafimovich	세라피모비치	selapʰimobit͡ɕʰi
seraphim	세라핌	selapʰim
serenade	세레나데	selenade
Seres	세레스	selesɯ
Cereus	세레우스	seleusɯ
serotonin	세로토닌	selotʰonin
cerussite	세루사이트	selusaitʰɯ
cerium	세륨	seljum
Servetus	세르베투스	selɯbetʰusɯ
cercaria	세르카리아	selɯkʰalia
cercomonas	세르코모나스	selɯkʰomonasɯ
CERN	세른	selɯn
Serlio	세를리오	selɯllio
sericin	세리신	selisin
Serica	세리카	selikʰa
serif	세리프	selipʰɯ
serine	세린	selin
Semang	세망	semaŋ
cemedine	세메다인	semedain
Semele	세멜레	semelle
Semyonov	세묘노프	semjonopʰɯ
seminar	세미나	semina
seminary	세미너리	seminʌli
semidocumentary	세미다큐멘터리	semidakʰjumentʰʌli
semisteel	세미스틸	semisɯtʰil
semicolon	세미콜론	semikʰollon
semicompreg	세미콤프레그	semikʰompʰɯlegɯ
semitone	세미톤	semitʰon
semifinal	세미파이널	semipʰainʌl
Sebastianus	세바스티아누스	sebasɯtʰianusɯ
Severini	세베리니	sebelini
sebka	세브카	sebɯkʰa
seven	세븐	sebɯn
session	세션	sesjʌn
cesium	세슘	sesjum
Cecil	세실	sesil
theodolite	세오돌라이트	seodollaitʰɯ
Ceuta	세우타	seutʰa
Seiren	세이렌	seilen
seymouria	세이무리아	seimulia
saber	세이버	seibʌ
Savery	세이버리	seibʌli
sable	세이블	seibɯl
saving	세이빙	seibiŋ
Sayce	세이스	seisɯ
SAGE	세이지	seid͡ɕi
safe	세이프	seipʰɯ
safety	세이프티	seipʰɯtʰi
Saintsbury	세인츠버리	seint͡ɕʰɯbʌli
saintpaulia	세인트폴리아	seintʰɯpʰollia
sale	세일	seil
Salem	세일럼	seillʌm
salesman	세일즈맨	seild͡ɕɯmɛn
second	세컨드	sekʰʌndɯ
sequoia	세쿼이아	sekʰwʌia
sec	세크	sekʰɯ
secretin	세크레틴	sekʰɯletʰin
Secchi	세키	sekʰi
cetane	세탄	setʰan
setter	세터	setʰʌ
cetene	세텐	setʰen
set	세트	setʰɯ
settlement	세틀먼트	setʰɯlmʌntʰɯ
setting	세팅	setʰiŋ
cefadroxil	세파드록실	sepʰadɯloks͈il
cefamandole	세파만돌	sepʰamandol
cefazolin	세파졸린	sepʰad͡ɕollin
cephalexin	세팔렉신	sepʰalleks͈in
cephalosporin	세팔로스포린	sepʰallosɯpʰolin
cephalin	세팔린	sepʰallin
separates	세퍼레이츠	sepʰʌleit͡ɕʰɯ
Seferis	세페리스	sepʰelisɯ
cefotaxime	세포탁심	sepʰotʰaks͈im
cefoperazone	세포페라존	sepʰopʰelad͡ɕon
cephradine	세프라딘	sepʰɯladin
ceftriaxone	세프트리악손	sepʰɯtʰɯliaks͈on
ceftizoxime	세프티족심	sepʰɯtʰid͡ɕoks͈im
sepia	세피아	sepʰia
section	섹션	seks͈jʌn
sex	섹스	seks͈ɯ
sextant	섹스턴트	seks͈ɯtʰʌntʰɯ
sextet	섹스텟	seks͈ɯtʰet
sexy	섹시	seks͈i
sector	섹터	sektʰʌ
senna	센나	senna
sendalloy	센달로이	sendalloi
Sendust	센더스트	sendʌsɯtʰɯ
sensor	센서	sens͈ʌ
census	센서스	sens͈ʌsɯ
sense	센스	sens͈ɯ
Centaurea	센타우레아	sentʰaulea
center	센터	sentʰʌ
centering	센터링	sentʰʌliŋ
sentence	센텐스	sentʰens͈ɯ
CENTO	센토	sentʰo
Centaur	센토	sentʰo
cent	센트	sentʰɯ
centroid	센트로이드	sentʰɯloidɯ
centigram	센티그램	sentʰigɯlɛm
centiliter	센티리터	sentʰilitʰʌ
sentimentalism	센티멘털리즘	sentʰimentʰʌllid͡ɕɯm
sentimental	센티멘털	sentʰimentʰʌl
centimeter	센티미터	sentʰimitʰʌ
cell	셀	sel
SELA	셀라	sella
celery	셀러리	sellʌli
celeriac	셀러리액	sellʌliɛk
selenium	셀레늄	sellenjum
celo	셀로	sello
cellobiose	셀로비오스	sellobiosɯ
celloyarn	셀로얀	sellojan
Celotex	셀로텍스	sellotʰeks͈ɯ
cellophane	셀로판	sellopʰan
cellulase	셀룰라아제	sellullaad͡ɕe
cellulose	셀룰로오스	sellulloosɯ
celluloid	셀룰로이드	sellulloidɯ
Seligman	셀리그먼	selligɯmʌn
Selim	셀림	sellim
Celsius	셀시우스	sels͈iusɯ
selsyn	셀신	sels͈in
Selznick	셀즈닉	seld͡ɕɯnik
self	셀프	selpʰɯ
Sem	셈	sem
CEP	셉	sep
septet	셉텟	septʰet
shirring	셔링	sjʌliŋ
Sherman	셔먼	sjʌmʌn
sherbet	셔벗	sjʌbʌt
Sherwood	셔우드	sjʌudɯ
shutter	셔터	sjʌtʰʌ
shuttle	셔틀	sjʌtʰɯl
shuttlecock	셔틀콕	sjʌtʰɯlkʰok
shuffle	셔플	sjʌpʰɯl
shunt	션트	sjʌntʰɯ
Shirley	셜리	sjʌlli
